Symbol,name,value,variable
gene357,sample7,492,B
gene357,sample8,197,B
gene357,sample9,521,B
gene357,sample10,392,B
gene358,sample1,930,A
gene358,sample2,486,A
gene358,sample3,624,A
gene358,sample4,835,A
gene358,sample5,1129,A
gene358,sample6,1114,B
gene358,sample7,864,B
gene358,sample8,1383,B
gene358,sample9,536,B
gene358,sample10,1012,B
gene359,sample1,18,A
gene359,sample2,26,A
gene359,sample3,24,A
gene359,sample4,20,A
gene359,sample5,2,A
gene359,sample6,33,B
gene359,sample7,17,B
gene359,sample8,17,B
gene359,sample9,11,B
gene359,sample10,11,B
gene360,sample1,92,A
gene360,sample2,150,A
gene360,sample3,229,A
gene360,sample4,152,A
gene360,sample5,62,A
gene360,sample6,109,B
gene360,sample7,66,B
gene360,sample8,40,B
gene360,sample9,181,B
gene360,sample10,75,B
gene361,sample1,64,A
gene361,sample2,59,A
gene361,sample3,66,A
gene361,sample4,70,A
gene361,sample5,92,A
gene361,sample6,88,B
gene361,sample7,42,B
gene361,sample8,42,B
gene361,sample9,61,B
gene361,sample10,113,B
gene362,sample1,385,A
gene362,sample2,307,A
gene362,sample3,488,A
gene362,sample4,230,A
gene362,sample5,327,A
gene362,sample6,205,B
gene362,sample7,258,B
gene362,sample8,140,B
gene362,sample9,292,B
gene362,sample10,301,B
gene363,sample1,16,A
gene363,sample2,18,A
gene363,sample3,8,A
gene363,sample4,13,A
gene363,sample5,11,A
gene363,sample6,15,B
gene363,sample7,33,B
gene363,sample8,30,B
gene363,sample9,44,B
gene363,sample10,10,B
gene364,sample1,175,A
gene364,sample2,162,A
gene364,sample3,239,A
gene364,sample4,195,A
gene364,sample5,315,A
gene364,sample6,205,B
gene364,sample7,306,B
gene364,sample8,194,B
gene364,sample9,565,B
gene364,sample10,332,B
gene365,sample1,19,A
gene365,sample2,6,A
gene365,sample3,6,A
gene365,sample4,14,A
gene365,sample5,19,A
gene365,sample6,13,B
gene365,sample7,15,B
gene365,sample8,16,B
gene365,sample9,20,B
gene365,sample10,14,B
gene366,sample1,77,A
gene366,sample2,19,A
gene366,sample3,18,A
gene366,sample4,42,A
gene366,sample5,46,A
gene366,sample6,32,B
gene366,sample7,49,B
gene366,sample8,71,B
gene366,sample9,82,B
gene366,sample10,16,B
gene367,sample1,0,A
gene367,sample2,1,A
gene367,sample3,17,A
gene367,sample4,0,A
gene367,sample5,0,A
gene367,sample6,0,B
gene367,sample7,4,B
gene367,sample8,1,B
gene367,sample9,8,B
gene367,sample10,1,B
gene368,sample1,20,A
gene368,sample2,22,A
gene368,sample3,26,A
gene368,sample4,35,A
gene368,sample5,29,A
gene368,sample6,20,B
gene368,sample7,44,B
gene368,sample8,11,B
gene368,sample9,33,B
gene368,sample10,86,B
gene369,sample1,184,A
gene369,sample2,131,A
gene369,sample3,167,A
gene369,sample4,142,A
gene369,sample5,93,A
gene369,sample6,110,B
gene369,sample7,159,B
gene369,sample8,105,B
gene369,sample9,195,B
gene369,sample10,146,B
gene370,sample1,294,A
gene370,sample2,223,A
gene370,sample3,131,A
gene370,sample4,399,A
gene370,sample5,125,A
gene370,sample6,121,B
gene370,sample7,138,B
gene370,sample8,157,B
gene370,sample9,190,B
gene370,sample10,234,B
gene371,sample1,933,A
gene371,sample2,704,A
gene371,sample3,492,A
gene371,sample4,531,A
gene371,sample5,281,A
gene371,sample6,497,B
gene371,sample7,440,B
gene371,sample8,443,B
gene371,sample9,512,B
gene371,sample10,389,B
gene372,sample1,3,A
gene372,sample2,8,A
gene372,sample3,12,A
gene372,sample4,2,A
gene372,sample5,4,A
gene372,sample6,4,B
gene372,sample7,3,B
gene372,sample8,6,B
gene372,sample9,8,B
gene372,sample10,8,B
gene373,sample1,412,A
gene373,sample2,559,A
gene373,sample3,370,A
gene373,sample4,282,A
gene373,sample5,555,A
gene373,sample6,519,B
gene373,sample7,325,B
gene373,sample8,1030,B
gene373,sample9,275,B
gene373,sample10,515,B
gene374,sample1,66,A
gene374,sample2,87,A
gene374,sample3,23,A
gene374,sample4,76,A
gene374,sample5,27,A
gene374,sample6,10,B
gene374,sample7,29,B
gene374,sample8,24,B
gene374,sample9,48,B
gene374,sample10,40,B
gene375,sample1,912,A
gene375,sample2,1129,A
gene375,sample3,1232,A
gene375,sample4,1449,A
gene375,sample5,438,A
gene375,sample6,594,B
gene375,sample7,651,B
gene375,sample8,1129,B
gene375,sample9,1393,B
gene375,sample10,636,B
gene376,sample1,3331,A
gene376,sample2,2263,A
gene376,sample3,2299,A
gene376,sample4,2587,A
gene376,sample5,4167,A
gene376,sample6,2121,B
gene376,sample7,3658,B
gene376,sample8,3397,B
gene376,sample9,2067,B
gene376,sample10,2492,B
gene377,sample1,638,A
gene377,sample2,819,A
gene377,sample3,616,A
gene377,sample4,689,A
gene377,sample5,343,A
gene377,sample6,519,B
gene377,sample7,477,B
gene377,sample8,537,B
gene377,sample9,577,B
gene377,sample10,696,B
gene378,sample1,10,A
gene378,sample2,3,A
gene378,sample3,10,A
gene378,sample4,7,A
gene378,sample5,5,A
gene378,sample6,10,B
gene378,sample7,10,B
gene378,sample8,8,B
gene378,sample9,3,B
gene378,sample10,21,B
gene379,sample1,157,A
gene379,sample2,321,A
gene379,sample3,349,A
gene379,sample4,305,A
gene379,sample5,304,A
gene379,sample6,187,B
gene379,sample7,227,B
gene379,sample8,77,B
gene379,sample9,266,B
gene379,sample10,372,B
gene380,sample1,377,A
gene380,sample2,283,A
gene380,sample3,198,A
gene380,sample4,410,A
gene380,sample5,248,A
gene380,sample6,357,B
gene380,sample7,355,B
gene380,sample8,240,B
gene380,sample9,279,B
gene380,sample10,297,B
gene381,sample1,290,A
gene381,sample2,317,A
gene381,sample3,224,A
gene381,sample4,278,A
gene381,sample5,298,A
gene381,sample6,548,B
gene381,sample7,368,B
gene381,sample8,189,B
gene381,sample9,370,B
gene381,sample10,102,B
gene382,sample1,266,A
gene382,sample2,252,A
gene382,sample3,446,A
gene382,sample4,272,A
gene382,sample5,293,A
gene382,sample6,172,B
gene382,sample7,151,B
gene382,sample8,207,B
gene382,sample9,155,B
gene382,sample10,435,B
gene383,sample1,0,A
gene383,sample2,0,A
gene383,sample3,0,A
gene383,sample4,4,A
gene383,sample5,3,A
gene383,sample6,0,B
gene383,sample7,0,B
gene383,sample8,0,B
gene383,sample9,0,B
gene383,sample10,0,B
gene384,sample1,1359,A
gene384,sample2,1155,A
gene384,sample3,774,A
gene384,sample4,1085,A
gene384,sample5,911,A
gene384,sample6,794,B
gene384,sample7,1579,B
gene384,sample8,573,B
gene384,sample9,735,B
gene384,sample10,843,B
gene385,sample1,23,A
gene385,sample2,21,A
gene385,sample3,10,A
gene385,sample4,20,A
gene385,sample5,16,A
gene385,sample6,23,B
gene385,sample7,33,B
gene385,sample8,22,B
gene385,sample9,28,B
gene385,sample10,12,B
gene386,sample1,58,A
gene386,sample2,11,A
gene386,sample3,36,A
gene386,sample4,89,A
gene386,sample5,45,A
gene386,sample6,86,B
gene386,sample7,49,B
gene386,sample8,26,B
gene386,sample9,47,B
gene386,sample10,63,B
gene387,sample1,5854,A
gene387,sample2,5753,A
gene387,sample3,3204,A
gene387,sample4,2955,A
gene387,sample5,7511,A
gene387,sample6,2691,B
gene387,sample7,3121,B
gene387,sample8,5109,B
gene387,sample9,5908,B
gene387,sample10,3808,B
gene388,sample1,909,A
gene388,sample2,1253,A
gene388,sample3,1610,A
gene388,sample4,1271,A
gene388,sample5,2418,A
gene388,sample6,1114,B
gene388,sample7,1085,B
gene388,sample8,879,B
gene388,sample9,1245,B
gene388,sample10,954,B
gene389,sample1,856,A
gene389,sample2,781,A
gene389,sample3,572,A
gene389,sample4,487,A
gene389,sample5,640,A
gene389,sample6,380,B
gene389,sample7,555,B
gene389,sample8,528,B
gene389,sample9,445,B
gene389,sample10,660,B
gene390,sample1,54,A
gene390,sample2,6,A
gene390,sample3,64,A
gene390,sample4,28,A
gene390,sample5,14,A
gene390,sample6,30,B
gene390,sample7,21,B
gene390,sample8,19,B
gene390,sample9,39,B
gene390,sample10,27,B
gene391,sample1,11,A
gene391,sample2,5,A
gene391,sample3,2,A
gene391,sample4,4,A
gene391,sample5,13,A
gene391,sample6,10,B
gene391,sample7,25,B
gene391,sample8,9,B
gene391,sample9,20,B
gene391,sample10,22,B
gene392,sample1,513,A
gene392,sample2,574,A
gene392,sample3,585,A
gene392,sample4,318,A
gene392,sample5,496,A
gene392,sample6,418,B
gene392,sample7,519,B
gene392,sample8,389,B
gene392,sample9,412,B
gene392,sample10,968,B
gene393,sample1,2693,A
gene393,sample2,2020,A
gene393,sample3,2251,A
gene393,sample4,2115,A
gene393,sample5,2751,A
gene393,sample6,1428,B
gene393,sample7,2042,B
gene393,sample8,2062,B
gene393,sample9,2942,B
gene393,sample10,1614,B
gene394,sample1,280,A
gene394,sample2,253,A
gene394,sample3,211,A
gene394,sample4,299,A
gene394,sample5,244,A
gene394,sample6,299,B
gene394,sample7,162,B
gene394,sample8,236,B
gene394,sample9,364,B
gene394,sample10,127,B
gene395,sample1,72,A
gene395,sample2,78,A
gene395,sample3,53,A
gene395,sample4,55,A
gene395,sample5,59,A
gene395,sample6,38,B
gene395,sample7,42,B
gene395,sample8,13,B
gene395,sample9,51,B
gene395,sample10,32,B
gene396,sample1,26450,A
gene396,sample2,31496,A
gene396,sample3,63784,A
gene396,sample4,34823,A
gene396,sample5,73999,A
gene396,sample6,43433,B
gene396,sample7,64693,B
gene396,sample8,47954,B
gene396,sample9,48766,B
gene396,sample10,31407,B
gene397,sample1,30,A
gene397,sample2,27,A
gene397,sample3,81,A
gene397,sample4,34,A
gene397,sample5,39,A
gene397,sample6,13,B
gene397,sample7,23,B
gene397,sample8,51,B
gene397,sample9,18,B
gene397,sample10,21,B
gene398,sample1,40,A
gene398,sample2,12,A
gene398,sample3,19,A
gene398,sample4,10,A
gene398,sample5,41,A
gene398,sample6,11,B
gene398,sample7,15,B
gene398,sample8,31,B
gene398,sample9,15,B
gene398,sample10,16,B
gene399,sample1,0,A
gene399,sample2,1,A
gene399,sample3,5,A
gene399,sample4,4,A
gene399,sample5,4,A
gene399,sample6,0,B
gene399,sample7,1,B
gene399,sample8,5,B
gene399,sample9,1,B
gene399,sample10,11,B
gene400,sample1,395,A
gene400,sample2,468,A
gene400,sample3,489,A
gene400,sample4,1105,A
gene400,sample5,403,A
gene400,sample6,512,B
gene400,sample7,518,B
gene400,sample8,643,B
gene400,sample9,328,B
gene400,sample10,432,B
gene401,sample1,14,A
gene401,sample2,24,A
gene401,sample3,40,A
gene401,sample4,19,A
gene401,sample5,13,A
gene401,sample6,26,B
gene401,sample7,8,B
gene401,sample8,26,B
gene401,sample9,12,B
gene401,sample10,25,B
gene402,sample1,12,A
gene402,sample2,8,A
gene402,sample3,6,A
gene402,sample4,17,A
gene402,sample5,13,A
gene402,sample6,13,B
gene402,sample7,9,B
gene402,sample8,29,B
gene402,sample9,37,B
gene402,sample10,34,B
gene403,sample1,41,A
gene403,sample2,34,A
gene403,sample3,41,A
gene403,sample4,31,A
gene403,sample5,17,A
gene403,sample6,12,B
gene403,sample7,72,B
gene403,sample8,26,B
gene403,sample9,87,B
gene403,sample10,36,B
gene404,sample1,294,A
gene404,sample2,533,A
gene404,sample3,948,A
gene404,sample4,932,A
gene404,sample5,682,A
gene404,sample6,689,B
gene404,sample7,539,B
gene404,sample8,733,B
gene404,sample9,833,B
gene404,sample10,445,B
gene405,sample1,309,A
gene405,sample2,455,A
gene405,sample3,294,A
gene405,sample4,404,A
gene405,sample5,287,A
gene405,sample6,352,B
gene405,sample7,527,B
gene405,sample8,512,B
gene405,sample9,332,B
gene405,sample10,171,B
gene406,sample1,8025,A
gene406,sample2,2813,A
gene406,sample3,7513,A
gene406,sample4,4677,A
gene406,sample5,4506,A
gene406,sample6,5873,B
gene406,sample7,2923,B
gene406,sample8,5038,B
gene406,sample9,4529,B
gene406,sample10,9747,B
gene407,sample1,2090,A
gene407,sample2,6836,A
gene407,sample3,4341,A
gene407,sample4,3688,A
gene407,sample5,6474,A
gene407,sample6,2785,B
gene407,sample7,3619,B
gene407,sample8,3213,B
gene407,sample9,2676,B
gene407,sample10,2736,B
gene408,sample1,5,A
gene408,sample2,28,A
gene408,sample3,20,A
gene408,sample4,9,A
gene408,sample5,4,A
gene408,sample6,16,B
gene408,sample7,8,B
gene408,sample8,11,B
gene408,sample9,4,B
gene408,sample10,5,B
gene409,sample1,34,A
gene409,sample2,50,A
gene409,sample3,39,A
gene409,sample4,28,A
gene409,sample5,21,A
gene409,sample6,19,B
gene409,sample7,5,B
gene409,sample8,23,B
gene409,sample9,56,B
gene409,sample10,48,B
gene410,sample1,0,A
gene410,sample2,2,A
gene410,sample3,0,A
gene410,sample4,3,A
gene410,sample5,3,A
gene410,sample6,0,B
gene410,sample7,0,B
gene410,sample8,0,B
gene410,sample9,0,B
gene410,sample10,0,B
gene411,sample1,566,A
gene411,sample2,891,A
gene411,sample3,1100,A
gene411,sample4,973,A
gene411,sample5,660,A
gene411,sample6,506,B
gene411,sample7,263,B
gene411,sample8,524,B
gene411,sample9,513,B
gene411,sample10,768,B
gene412,sample1,1,A
gene412,sample2,3,A
gene412,sample3,0,A
gene412,sample4,8,A
gene412,sample5,7,A
gene412,sample6,3,B
gene412,sample7,3,B
gene412,sample8,3,B
gene412,sample9,0,B
gene412,sample10,0,B
gene413,sample1,2237,A
gene413,sample2,1323,A
gene413,sample3,1624,A
gene413,sample4,1609,A
gene413,sample5,2008,A
gene413,sample6,1113,B
gene413,sample7,1883,B
gene413,sample8,1797,B
gene413,sample9,2646,B
gene413,sample10,1647,B
gene414,sample1,4,A
gene414,sample2,3,A
gene414,sample3,4,A
gene414,sample4,0,A
gene414,sample5,2,A
gene414,sample6,3,B
gene414,sample7,20,B
gene414,sample8,6,B
gene414,sample9,11,B
gene414,sample10,3,B
gene415,sample1,43,A
gene415,sample2,47,A
gene415,sample3,45,A
gene415,sample4,28,A
gene415,sample5,43,A
gene415,sample6,78,B
gene415,sample7,29,B
gene415,sample8,29,B
gene415,sample9,104,B
gene415,sample10,45,B
gene416,sample1,446,A
gene416,sample2,772,A
gene416,sample3,563,A
gene416,sample4,253,A
gene416,sample5,482,A
gene416,sample6,528,B
gene416,sample7,573,B
gene416,sample8,344,B
gene416,sample9,516,B
gene416,sample10,679,B
gene417,sample1,1369,A
gene417,sample2,2194,A
gene417,sample3,1893,A
gene417,sample4,5806,A
gene417,sample5,3599,A
gene417,sample6,2057,B
gene417,sample7,2933,B
gene417,sample8,3450,B
gene417,sample9,2127,B
gene417,sample10,4383,B
gene418,sample1,912,A
gene418,sample2,455,A
gene418,sample3,1046,A
gene418,sample4,942,A
gene418,sample5,1108,A
gene418,sample6,783,B
gene418,sample7,1338,B
gene418,sample8,821,B
gene418,sample9,786,B
gene418,sample10,1211,B
gene419,sample1,837,A
gene419,sample2,1004,A
gene419,sample3,1548,A
gene419,sample4,817,A
gene419,sample5,1430,A
gene419,sample6,1687,B
gene419,sample7,828,B
gene419,sample8,889,B
gene419,sample9,655,B
gene419,sample10,682,B
gene420,sample1,331,A
gene420,sample2,263,A
gene420,sample3,517,A
gene420,sample4,543,A
gene420,sample5,522,A
gene420,sample6,689,B
gene420,sample7,859,B
gene420,sample8,647,B
gene420,sample9,528,B
gene420,sample10,342,B
gene421,sample1,28,A
gene421,sample2,39,A
gene421,sample3,31,A
gene421,sample4,26,A
gene421,sample5,41,A
gene421,sample6,41,B
gene421,sample7,52,B
gene421,sample8,35,B
gene421,sample9,51,B
gene421,sample10,35,B
gene422,sample1,4,A
gene422,sample2,4,A
gene422,sample3,2,A
gene422,sample4,22,A
gene422,sample5,12,A
gene422,sample6,4,B
gene422,sample7,1,B
gene422,sample8,18,B
gene422,sample9,17,B
gene422,sample10,17,B
gene423,sample1,16,A
gene423,sample2,38,A
gene423,sample3,9,A
gene423,sample4,29,A
gene423,sample5,5,A
gene423,sample6,34,B
gene423,sample7,10,B
gene423,sample8,15,B
gene423,sample9,28,B
gene423,sample10,8,B
gene424,sample1,2444,A
gene424,sample2,4111,A
gene424,sample3,2930,A
gene424,sample4,2915,A
gene424,sample5,2936,A
gene424,sample6,3142,B
gene424,sample7,2256,B
gene424,sample8,3980,B
gene424,sample9,4593,B
gene424,sample10,3949,B
gene425,sample1,4462,A
gene425,sample2,4823,A
gene425,sample3,3079,A
gene425,sample4,3948,A
gene425,sample5,5981,A
gene425,sample6,6729,B
gene425,sample7,2445,B
gene425,sample8,6190,B
gene425,sample9,3194,B
gene425,sample10,3506,B
gene426,sample1,1903,A
gene426,sample2,1840,A
gene426,sample3,2510,A
gene426,sample4,1641,A
gene426,sample5,2151,A
gene426,sample6,1945,B
gene426,sample7,1938,B
gene426,sample8,2113,B
gene426,sample9,3311,B
gene426,sample10,2188,B
gene427,sample1,16,A
gene427,sample2,11,A
gene427,sample3,10,A
gene427,sample4,10,A
gene427,sample5,9,A
gene427,sample6,5,B
gene427,sample7,9,B
gene427,sample8,3,B
gene427,sample9,6,B
gene427,sample10,0,B
gene428,sample1,29,A
gene428,sample2,6,A
gene428,sample3,17,A
gene428,sample4,22,A
gene428,sample5,27,A
gene428,sample6,14,B
gene428,sample7,17,B
gene428,sample8,13,B
gene428,sample9,55,B
gene428,sample10,11,B
gene429,sample1,115,A
gene429,sample2,106,A
gene429,sample3,103,A
gene429,sample4,63,A
gene429,sample5,152,A
gene429,sample6,66,B
gene429,sample7,146,B
gene429,sample8,152,B
gene429,sample9,90,B
gene429,sample10,110,B
gene430,sample1,129,A
gene430,sample2,138,A
gene430,sample3,200,A
gene430,sample4,202,A
gene430,sample5,126,A
gene430,sample6,123,B
gene430,sample7,239,B
gene430,sample8,150,B
gene430,sample9,99,B
gene430,sample10,128,B
gene431,sample1,452,A
gene431,sample2,502,A
gene431,sample3,911,A
gene431,sample4,743,A
gene431,sample5,455,A
gene431,sample6,400,B
gene431,sample7,390,B
gene431,sample8,635,B
gene431,sample9,504,B
gene431,sample10,374,B
gene432,sample1,912,A
gene432,sample2,959,A
gene432,sample3,921,A
gene432,sample4,522,A
gene432,sample5,564,A
gene432,sample6,633,B
gene432,sample7,309,B
gene432,sample8,492,B
gene432,sample9,347,B
gene432,sample10,384,B
gene433,sample1,26,A
gene433,sample2,13,A
gene433,sample3,49,A
gene433,sample4,13,A
gene433,sample5,26,A
gene433,sample6,24,B
gene433,sample7,16,B
gene433,sample8,46,B
gene433,sample9,9,B
gene433,sample10,20,B
gene434,sample1,1,A
gene434,sample2,4,A
gene434,sample3,5,A
gene434,sample4,1,A
gene434,sample5,2,A
gene434,sample6,5,B
gene434,sample7,3,B
gene434,sample8,1,B
gene434,sample9,6,B
gene434,sample10,2,B
gene435,sample1,17,A
gene435,sample2,38,A
gene435,sample3,31,A
gene435,sample4,47,A
gene435,sample5,62,A
gene435,sample6,34,B
gene435,sample7,49,B
gene435,sample8,14,B
gene435,sample9,30,B
gene435,sample10,22,B
gene436,sample1,1608,A
gene436,sample2,1211,A
gene436,sample3,1350,A
gene436,sample4,1185,A
gene436,sample5,1750,A
gene436,sample6,1185,B
gene436,sample7,1747,B
gene436,sample8,2120,B
gene436,sample9,2263,B
gene436,sample10,1330,B
gene437,sample1,256,A
gene437,sample2,205,A
gene437,sample3,372,A
gene437,sample4,237,A
gene437,sample5,289,A
gene437,sample6,104,B
gene437,sample7,259,B
gene437,sample8,262,B
gene437,sample9,220,B
gene437,sample10,93,B
gene438,sample1,24,A
gene438,sample2,38,A
gene438,sample3,36,A
gene438,sample4,50,A
gene438,sample5,39,A
gene438,sample6,24,B
gene438,sample7,44,B
gene438,sample8,65,B
gene438,sample9,52,B
gene438,sample10,24,B
gene439,sample1,17,A
gene439,sample2,34,A
gene439,sample3,50,A
gene439,sample4,73,A
gene439,sample5,98,A
gene439,sample6,46,B
gene439,sample7,40,B
gene439,sample8,78,B
gene439,sample9,36,B
gene439,sample10,33,B
gene440,sample1,235,A
gene440,sample2,160,A
gene440,sample3,225,A
gene440,sample4,163,A
gene440,sample5,94,A
gene440,sample6,179,B
gene440,sample7,193,B
gene440,sample8,95,B
gene440,sample9,263,B
gene440,sample10,162,B
gene441,sample1,24,A
gene441,sample2,42,A
gene441,sample3,50,A
gene441,sample4,65,A
gene441,sample5,24,A
gene441,sample6,38,B
gene441,sample7,42,B
gene441,sample8,40,B
gene441,sample9,71,B
gene441,sample10,47,B
gene442,sample1,98,A
gene442,sample2,89,A
gene442,sample3,88,A
gene442,sample4,71,A
gene442,sample5,60,A
gene442,sample6,57,B
gene442,sample7,81,B
gene442,sample8,32,B
gene442,sample9,37,B
gene442,sample10,128,B
gene443,sample1,1,A
gene443,sample2,2,A
gene443,sample3,3,A
gene443,sample4,2,A
gene443,sample5,4,A
gene443,sample6,2,B
gene443,sample7,1,B
gene443,sample8,0,B
gene443,sample9,1,B
gene443,sample10,18,B
gene444,sample1,97,A
gene444,sample2,67,A
gene444,sample3,222,A
gene444,sample4,132,A
gene444,sample5,155,A
gene444,sample6,129,B
gene444,sample7,96,B
gene444,sample8,135,B
gene444,sample9,249,B
gene444,sample10,80,B
gene445,sample1,47,A
gene445,sample2,23,A
gene445,sample3,21,A
gene445,sample4,9,A
gene445,sample5,34,A
gene445,sample6,63,B
gene445,sample7,21,B
gene445,sample8,9,B
gene445,sample9,25,B
gene445,sample10,50,B
gene446,sample1,4,A
gene446,sample2,0,A
gene446,sample3,11,A
gene446,sample4,4,A
gene446,sample5,4,A
gene446,sample6,5,B
gene446,sample7,1,B
gene446,sample8,2,B
gene446,sample9,8,B
gene446,sample10,0,B
gene447,sample1,10,A
gene447,sample2,13,A
gene447,sample3,11,A
gene447,sample4,18,A
gene447,sample5,17,A
gene447,sample6,3,B
gene447,sample7,8,B
gene447,sample8,17,B
gene447,sample9,11,B
gene447,sample10,18,B
gene448,sample1,6945,A
gene448,sample2,5738,A
gene448,sample3,3903,A
gene448,sample4,7512,A
gene448,sample5,3863,A
gene448,sample6,8940,B
gene448,sample7,4393,B
gene448,sample8,5278,B
gene448,sample9,6524,B
gene448,sample10,6029,B
gene449,sample1,665,A
gene449,sample2,518,A
gene449,sample3,1330,A
gene449,sample4,909,A
gene449,sample5,503,A
gene449,sample6,1226,B
gene449,sample7,1159,B
gene449,sample8,1314,B
gene449,sample9,442,B
gene449,sample10,674,B
gene450,sample1,49,A
gene450,sample2,66,A
gene450,sample3,133,A
